rosbag_timestamp,timestamp,idx01_left_hip_roll_position,idx02_left_hip_yaw_position,idx03_left_hip_pitch_position,idx04_left_tarsus_position,idx05_left_toe_pitch_position,idx06_left_toe_roll_position,idx07_right_hip_roll_position,idx08_right_hip_yaw_position,idx09_right_hip_pitch_position,idx10_right_tarsus_position,idx11_right_toe_pitch_position,idx12_right_toe_roll_position,idx13_left_arm_joint1_position,idx14_left_arm_joint2_position,idx15_left_arm_joint3_position,idx16_left_arm_joint4_position,idx17_left_arm_joint5_position,idx18_left_arm_joint6_position,idx19_left_arm_joint7_position,idx20_right_arm_joint1_position,idx21_right_arm_joint2_position,idx22_right_arm_joint3_position,idx23_right_arm_joint4_position,idx24_right_arm_joint5_position,idx25_right_arm_joint6_position,idx26_right_arm_joint7_position,idx01_left_hip_roll_velocity,idx02_left_hip_yaw_velocity,idx03_left_hip_pitch_velocity,idx04_left_tarsus_velocity,idx05_left_toe_pitch_velocity,idx06_left_toe_roll_velocity,idx07_right_hip_roll_velocity,idx08_right_hip_yaw_velocity,idx09_right_hip_pitch_velocity,idx10_right_tarsus_velocity,idx11_right_toe_pitch_velocity,idx12_right_toe_roll_velocity,idx13_left_arm_joint1_velocity,idx14_left_arm_joint2_velocity,idx15_left_arm_joint3_velocity,idx16_left_arm_joint4_velocity,idx17_left_arm_joint5_velocity,idx18_left_arm_joint6_velocity,idx19_left_arm_joint7_velocity,idx20_right_arm_joint1_velocity,idx21_right_arm_joint2_velocity,idx22_right_arm_joint3_velocity,idx23_right_arm_joint4_velocity,idx24_right_arm_joint5_velocity,idx25_right_arm_joint6_velocity,idx26_right_arm_joint7_velocity,idx01_left_hip_roll_effort,idx02_left_hip_yaw_effort,idx03_left_hip_pitch_effort,idx04_left_tarsus_effort,idx05_left_toe_pitch_effort,idx06_left_toe_roll_effort,idx07_right_hip_roll_effort,idx08_right_hip_yaw_effort,idx09_right_hip_pitch_effort,idx10_right_tarsus_effort,idx11_right_toe_pitch_effort,idx12_right_toe_roll_effort,idx13_left_arm_joint1_effort,idx14_left_arm_joint2_effort,idx15_left_arm_joint3_effort,idx16_left_arm_joint4_effort,idx17_left_arm_joint5_effort,idx18_left_arm_joint6_effort,idx19_left_arm_joint7_effort,idx20_right_arm_joint1_effort,idx21_right_arm_joint2_effort,idx22_right_arm_joint3_effort,idx23_right_arm_joint4_effort,idx24_right_arm_joint5_effort,idx25_right_arm_joint6_effort,idx26_right_arm_joint7_effort
0,0.0,-0.012748261216696,0.0004530985879197,0.0374858005978104,0.2049561120712822,-0.2416591876783975,0.0058697621049642,-0.0018516620563477,0.0025742336143357,-0.338624659396307,0.3573557464411471,-0.1240141334856937,0.0343331342857031,0.3285690986360716,1.3118954021058329,9.684455194084014e-05,-0.3264644560905764,1.570785831822514,-0.0083274521298575,-0.0001509511836422,-0.2323863707053126,-1.3121315973730971,4.24097388981586e-05,0.0717250432181032,1.5708070547097548,0.0085990751016151,-0.003806160672196,-0.1115621737080264,-0.0870506393745399,0.5888870654883321,0.2438605584302123,-0.893645143579336,-0.1945139855060005,-0.1450074447542332,0.0672377205045147,0.6605858431677273,-0.4037189787804256,1.6790686230004224,-0.0543285285714978,-0.6534142503204207,-0.0270190604817258,0.0043470571902514,-1.2605336421565363,0.0032077655826564,0.0054341981318014,0.0053018164085319,-0.0333981160522121,-0.0113315418015287,-1.831309532382094e-05,-0.2367694915112381,-3.5056360880280775e-05,0.0044743256388929,0.0047340960935321,0.2977546063247094,3.480195396929174,-30.353343591178515,-22.927831538381646,10.367264652735228,10.036933058100164,10.279913295471957,7.516456003905422,19.80593646223466,-13.426960396427283,-17.7500021383051,2.733030902196996,-5.636515581316473,-1.895402105833,-0.0968445519408401,-9.85580391326056,0.0104681774857908,1.380015169069657,-1.4497526131925935,0.6657359550369506,2.131597373097065,-0.0424097388981586,-0.9891093429745156,-0.0107547097547922,-2.3546579529623237,0.5970801238573054
1928285,0.002004384994506836,-0.0129601402590525,0.0002878447287967,0.0387020475605611,0.2053819833451133,-0.2434299008561328,0.0055010989084156,-0.0020985817778924,0.0027165432195127,-0.3374384959829029,0.3568880911355674,-0.1202519113510837,0.0340164396221073,0.3273469921096441,1.3118455560677196,0.0001077309613406,-0.328645185376029,1.5707910609082796,-0.0084721174033692,-0.0011851349469646,-0.2324436089017253,-1.312165941494657,4.256155022936339e-05,0.0713139808429867,1.5708071171614395,0.0085943727579224,-0.004280825551692,-0.1040617854917851,-0.0807884476603201,0.6140724897118641,0.2033449833232706,-0.8824436882617663,-0.192564609425232,-0.1157221895790975,0.0704371616870021,0.5725167320204062,-0.181312068170133,1.9434172913262893,-0.1973134849703943,-0.5959567010071422,-0.024015538792448,0.0054004241667197,-1.0323965653697464,0.0023270534252297,0.0120070080669537,0.015072792962043,-0.0271197534626746,-0.0191616081814456,0.0001481964713663,-0.1951095035388635,6.465484518718183e-05,0.0056778666613757,0.0056901100919631,0.2835257166529529,3.488795594601193,-30.95160282316707,-22.63351431332693,10.406566821549228,10.04147253086024,10.128026016019874,7.437326862760046,20.233597904666425,-15.582125288863349,-18.111358256918127,2.9573352993431365,-4.414407334333703,-1.845556067719599,-0.1077309613406819,-7.675076419691607,0.005239091720341,1.1658742212177684,-1.713312643232401,0.7229729168633128,2.165941494656863,-0.0425615502293633,-0.578046590983476,-0.0108171614394905,-2.463446326164817,0.4866843469616733
3894735,0.004004001617431641,-0.0131603516589287,0.0001397190262454,0.0399712931374464,0.2057237003983565,-0.245174178996703,0.0051334220057619,-0.0022847680561444,0.0028406518959311,-0.3363789666029188,0.3567677874380033,-0.1160438933518366,0.0334184611134123,0.3262479908209207,1.3118076120536075,0.0001168587320637,-0.3303702251727496,1.570793876113959,-0.0086848439958079,-0.0025286023182188,-0.2324913807565782,-1.3122150229138692,4.2867531539684976e-05,0.0709831085731834,1.5708073521419494,0.0086028175892737,-0.0047887109341931,-0.0998383257280842,-0.0716258957325319,0.643962801179554,0.1565318955016506,-0.8680848515694151,-0.1934983426362884,-0.0865074776290572,0.0587353216543629,0.5248871793484211,-0.0365209824573958,2.155089011407518,-0.3409266588562376,-0.5337943167515795,-0.0161214195346908,0.0043856380507547,-0.8064674335681935,0.0011528527995022,0.013961383822982,0.0176454850256054,-0.0236073550789362,-0.025995218510684,-4.25767670878518e-05,-0.1560117516544393,9.035438926490453e-05,0.0059473951685043,0.0057735300096132,-8.7146310422774,-5.328037404718842,-33.58774897509086,-22.196018329298347,12.227669599208715,6.811748881720214,10.739442889297488,7.444917493061764,26.71317008789992,-20.447535176017496,-21.388705596147247,3.387230242223117,-11.07477273545851,-1.8076120536074995,-0.1168587320637682,-17.727528258188784,0.002423886041015,0.8919279223531793,-2.059929370976956,2.2043029990631453,2.215022913869234,-0.0428675315396849,-5.296633831603529,-0.0110521419494489,-2.582148794663459,0.3708639549825853
5889919,0.005998134613037109,-0.013309536873578,-2.8687772130279776e-05,0.0413211667685236,0.2059430233459405,-0.246886487589014,0.004760899567322,-0.0023674901117581,0.0028862102380729,-0.3353820413674896,0.3568493845446079,-0.1114824852584661,0.0325347410209071,0.324741949988872,1.3117461830517068,6.34783437145932e-05,-0.3329723275759129,1.570783861473961,-0.0082108336569721,-0.0010842136368813,-0.2323124029785859,-1.3122722752816722,6.740498473064694e-05,0.0702053179271248,1.5708139272479682,0.0086392472090723,-0.0041077215359553,-0.0688268022965591,-0.0861766423950569,0.6846059545369672,0.0945570372723243,-0.8517636521357912,-0.1955555186232906,-0.0290208301973843,0.0124891631383408,0.4895013766818903,0.0671980216455372,2.3181446549444145,-0.4833648285169989,-0.797183676216054,-0.0340727206713368,-0.0250339217261556,-1.3918999751168142,-0.0041641233529809,-0.0147309115830533,-0.0243946569255433,0.1132784051474529,-0.0297805361987491,0.0099530898003874,-0.4340692146859535,0.0027774608756693,-0.0085752331803961,-0.0093836846929894,-8.85029458153062,-5.262492280942417,-34.101582621450774,-21.810445370161545,12.333442326824864,6.8322558565811216,10.4627635193689,7.577733384131403,26.72609985681326,-21.19151956819104,-22.23994359943061,3.914798796047029,-9.56873023425095,-1.7461830517067938,-0.0634783437145932,-15.125427698552926,0.0124385260387498,1.14455482816524,-1.6453756267238018,2.025324001469357,2.2722752816721368,-0.0674049847306469,-4.518842837669041,-0.0176272479682211,-2.43114105376941,0.5343149161011307
8029928,0.008004426956176758,-0.0134297431024197,-0.0001977572169893,0.0427421275181925,0.2060480919785074,-0.248560036443609,0.0043867637024305,-0.0023687133125318,0.0028575794890206,-0.3344676890855054,0.3571662971501274,-0.106680394622325,0.0313700305777955,0.3230758293098142,1.3116755478543756,4.436840283232743e-05,-0.3358163825365286,1.570784454793499,-0.0077798357946833,-0.0001181233254125,-0.2320319241711879,-1.3123389586148573,7.108257002606767e-05,0.0692725936104676,1.5708141174349457,0.0086937740405812,-0.0036612361275528,-0.0581319849135667,-0.0831524517736758,0.7190551436089391,0.038420133671813,-0.8314935163702963,-0.196012101669483,0.0079443381069289,-0.0230051874392384,0.4454999711917152,0.1908241579535038,2.4237455016374234,-0.622984101191526,-0.8342210083586705,-0.0345636706922101,-0.0048402292073155,-1.405310986293407,0.0014819740044576,-0.0042514412945926,-0.0102564663785433,0.1444057956011818,-0.0344912110367823,-0.0002488933890418,-0.4659376089867961,-0.0006335840291681,-0.0029720980647962,-0.0038973056046796,-8.888141858696155,-5.249585824974878,-34.59246990581638,-21.44060214412266,12.36433977207181,6.84176181950733,10.278096693947909,7.687938433240932,26.807237833357465,-22.126623295561075,-22.500997112999396,4.219145435417095,-7.90260706395253,-1.675547854375509,-0.0443684028323274,-12.281375489424931,0.0118452065009933,1.2940624758555204,-1.3486361482457665,1.7448433738009328,2.338958614857347,-0.0710825700260676,-3.586118001802745,-0.0178174349457549,-2.337365183452601,0.6467131758671997
9936735,0.009996414184570312,-0.0135426045007975,-0.0003467218397412,0.0442193204465855,0.2060592726579322,-0.2501900572503571,0.0040133233301366,-0.0023131145804872,0.0027721150274233,-0.3336290895552427,0.3577021580758351,-0.1017404054332747,0.0299292567761491,0.3214729546150831,1.311621766822511,5.130487218193685e-05,-0.338363753319497,1.570789913822757,-0.007676471990926,-0.0004314533440338,-0.2317514187094975,-1.312414314578085,6.452624823519909e-05,0.0684128841788404,1.5708108900735005,0.0087471309966877,-0.0037746401302764,-0.0561876250158605,-0.0711455534227445,0.7446069856805899,-0.0046997366543096,-0.8093934676248671,-0.195431551285322,0.0340387441953994,-0.049171788681664,0.4099653975022944,0.2946685240454875,2.4809317933312256,-0.7606737436427409,-0.786810280703005,-0.0237995434260393,0.0053253398622824,-1.2218090230425462,0.0028825521546393,0.0069905860522551,0.0065143655456734,0.1373727126223212,-0.0387009146643417,-0.0037767685563944,-0.4144899760333825,-0.0017528360686947,0.0031342630722227,0.0022174674009955,-8.88319167639558,-5.2662411190699245,-35.04121954392488,-21.141222801313276,12.452597622942452,6.8704019070652125,10.140396828339762,7.777548616975864,26.85272536944146,-22.971423261860675,-23.182735301823985,4.780666844279331,-6.299731542127347,-1.6217668225110629,-0.0513048721819368,-9.73400561995294,0.00638617724303,1.2040428390683888,-1.4033462034705555,1.464337307779033,2.414314578085396,-0.064526248235199,-2.7264083977976696,-0.0145900735003579,-2.372657411279345,0.6296420594208026
11905350,0.011986255645751953,-0.0136561352938638,-0.0004655127092964,0.0457404483400911,0.2059939967090338,-0.251774039305213,0.0036416197090185,-0.0022121759762225,0.0026399348145994,-0.3328608381105614,0.3584400325898019,-0.0967598307100085,0.0282246809050218,0.3200070096387277,1.3115963300446534,6.616602151341071e-05,-0.3404626124050015,1.5707944844186492,-0.0077903793665353,-0.0015102316478797,-0.2315021461239364,-1.312497204838998,5.697736107817058e-05,0.0676915997110297,1.5708077107795893,0.0088057437888447,-0.0042304611363749,-0.0571001069868102,-0.0553058049854445,0.7658747972783571,-0.0419555014669419,-0.786099298316081,-0.1944891810360871,0.0556393924298088,-0.0713605374573057,0.3756803904852355,0.39316479203904,2.48952452152212,-0.8909148498510633,-0.7142772437021645,-0.0088699678107513,0.0077457040710215,-0.9913080376759223,0.0019933932132632,0.0125084990438126,0.0150249164193847,0.1200979452332891,-0.0422916973577476,-0.0036082972801334,-0.3422625292044767,-0.0014758700682538,0.0064035784113084,0.0053682526243294,-8.863870263442207,-5.298317551339647,-35.4730519922126,-20.86607173886718,12.502704976593238,6.886368170367434,10.019271568613302,7.861298290969898,26.904785122607542,-23.823229530888224,-23.54802880332741,5.2203917683392245,-4.833784916543038,-1.596330044653314,-0.0661660215134107,-7.635148355963793,0.0018155813506837,0.9743503239674024,-1.6719507067054489,1.2150635171786632,2.497204838997959,-0.0569773610781705,-2.0051235862647303,-0.0114107795893687,-2.48790397574048,0.5344103147739052
13893054,0.013997554779052734,-0.0137754397533914,-0.0005497702448957,0.0472886519041471,0.2058803363836322,-0.2533109021512357,0.0032703694450831,-0.0020715448652035,0.0024654230890778,-0.3321201921334671,0.3592883134481645,-0.0918123212428076,0.0262686509082637,0.3186938902784506,1.311605032361579,8.220095944831429e-05,-0.3421096329368299,1.570796825831114,-0.0079735573686357,-0.0028016875193659,-0.2312916110795854,-1.3125855782664346,5.085820933329264e-05,0.0671146388219071,1.5708054677211096,0.0088744449104289,-0.0048077046307331,-0.0611862756801388,-0.0378968339076658,0.7745127880068446,-0.0573759513685338,-0.7625312921558247,-0.1951313425667451,0.0754815408046342,-0.0937745796199273,0.3788069259272536,0.4142001172924293,2.4694764716740853,-1.0162562216216744,-0.6369872262052534,0.0094692337519665,0.0082830709692257,-0.768801316548827,0.0009398349411241,0.0133209767340114,0.0165345382870812,0.099789036636329,-0.0445025138140515,-0.0030210089129608,-0.2710483076691394,-0.0010343224249978,0.007370696687644,0.006179654115484,-16.46536734774717,-12.989326495294348,-37.3463081328634,-17.904077366601275,15.267985947750478,3.973569780367717,10.342543582020795,6.085623688530214,31.61868265661421,-27.71604423369803,-25.357972951470988,5.6283696532549605,-13.688938407485978,-1.6050323615791058,-0.0822009594483142,-18.34323855657709,-0.000525831114146,0.7073710046206396,-2.001506313075273,5.368204233982226,2.585578266434595,-0.0508582093332926,-3.980767154886536,-0.0091677211096339,-2.6329058962365317,0.4128677034462538
15931521,0.01600193977355957,-0.0138467673041763,-0.0006468469057722,0.0488597681888162,0.2057275798602255,-0.254802997585061,0.0028881192465195,-0.0018295157378109,0.0021916918705033,-0.3313478408637676,0.3600877736797676,-0.0869314974243528,0.0240741207637818,0.3169324822750272,1.3115957205652795,2.8047659421095505e-05,-0.3447649888392604,1.5707852717645092,-0.0073664236945228,-0.0010579896243966,-0.2309059527924873,-1.3126715633045103,7.111234671376473e-05,0.0662972707334258,1.57080981941035,0.0089677637002757,-0.0047148489714812,-0.0302562173949763,-0.0500036454635505,0.7882795384979713,-0.0811213918693666,-0.7404254883564172,-0.2011296455670753,0.1326852543609386,-0.1480410266089721,0.3892557941343562,0.3947253890426481,2.428649831003738,-1.1320472686290155,-0.9302624786652658,-0.0077772552469803,-0.025431480398153,-1.4326366655737277,-0.0048524988102914,-0.0171676086141138,-0.0292307933690873,0.212700346382977,-0.0427086980311118,0.0085397505777457,-0.431365241105253,0.0020289033446704,-0.0005520690039031,-0.0023397388686077,-16.61074505757093,-12.940386094712755,-37.74313189274397,-17.70425284794596,15.310460273074352,3.988826132275824,10.025061227678234,6.284008087912028,31.4015191934317,-27.755602386902243,-25.58706324117901,6.033926227354403,-11.92752882077184,-1.5957205652794073,-0.0280476594210955,-15.687884525269396,0.0110282354908122,1.0063855136207085,-1.495089814053315,4.98254477410822,2.671563304510528,-0.0711123467137647,-3.1633987386751983,-0.0135194103502271,-2.6273987583838805,0.4502434610370801
17938891,0.017999887466430664,-0.0138952797812747,-0.0007433267814719,0.0504424902129504,0.2055555527509083,-0.2562510365825317,0.0025071954209831,-0.001519572348651,0.001852393144724,-0.3305469677806905,0.3608470726685123,-0.0821681458106292,0.0216581042740049,0.3149886511899925,1.311581238074858,1.1828871262034774e-05,-0.3477237410428511,1.5707848354179177,-0.0068426381929648,0.0001463856410748,-0.2304337671407345,-1.3127552289528166,7.529773733157937e-05,0.065442254072625,1.5708105715021836,0.0090847616285401,-0.0048601286790372,-0.0235811562509818,-0.0462025596057861,0.7924153331675939,-0.0883046058737162,-0.7184210479403588,-0.1993150986063703,0.1609527298667604,-0.1753452471806836,0.4041963212188118,0.3748601423785949,2.364168904210617,-1.2398875461574468,-0.973575731444099,-0.0057310286628713,-0.0029627972954815,-1.465284786221979,0.0007805179565154,-0.0059616088704488,-0.0133122326769783,0.2398650116953313,-0.0415042963138691,0.0004069405111188,-0.4185863229287137,-8.837799321623251e-05,0.0039435556764418,0.0019109047813415,-16.63412846859862,-12.93302903172942,-37.91335614574899,-17.667626116170116,15.351919802883096,4.013772372107181,9.92416541730921,6.353059396099039,31.277658034716158,-27.768173134366997,-25.79463566459419,6.442886704518511,-9.98369615877317,-1.5812380748579926,-0.0118288712620347,-12.729134185324426,0.0114645820824534,1.1950763768464678,-1.1274716070694044,4.510357954265999,2.755228952816651,-0.0752977373315793,-2.3083817514539646,-0.0142715021836465,-2.680914037076094,0.4366821578673099
